title,description,published date,url,publisher,Country_Search,Relevant_Term_Found
"Bibby Stockholm: Albanian asylum seeker treated like animal before his death, sister claims - MSN","Bibby Stockholm: Albanian asylum seeker treated like animal before his death, sister claims  MSN",28/04/2024,https://news.google.com/rss/articles/CBMiwAJodHRwOi8vd3d3Lm1zbi5jb20vZW4tZ2IvbmV3cy91a25ld3MvYmliYnktc3RvY2tob2xtLWFsYmFuaWFuLWFzeWx1bS1zZWVrZXItdHJlYXRlZC1saWtlLWFuaW1hbC1iZWZvcmUtaGlzLWRlYXRoLXNpc3Rlci1jbGFpbXMvYXItQUExbERGbW4_b2NpZD1zb2NpYWxzaGFyZSZwYz1MQ1RTJmN2aWQ9MjU3YzQzZDFlNGRmNDc0ZjhlOGViYWI1NDQ4MTU4NzUmZWk9NTUmYXBpdmVyc2lvbj12MiZub3NlcnZlcmNhY2hlPTEmZG9tc2hpbT0xJnJlbmRlcndlYmNvbXBvbmVudHM9MSZ3Y3Nlbz0xJmJhdGNoc2VydmVydGVsZW1ldHJ5PTEmbm9zZXJ2ZXJ0ZWxlbWV0cnk9MdIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Albania,TRUE
What happened? RAI 3 cancels the second part of the report on the Italy-Albania refugee agreement - sot.com.al,What happened? RAI 3 cancels the second part of the report on the Italy-Albania refugee agreement  sot.com.al,29/04/2024,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vc290LmNvbS5hbC9lbmdsaXNoL3BvbGl0aWtlL2ZhcmUtbmRvZGhpLXJhaS0zLWFudWxvbi1wamVzZW4tZS1keXRlLXRlLXJlcG9ydGF6aGl0LXBlci1tYXJyZXZlc2hqZW4tLWk2NjA2NTXSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,sot.com.al,Albania,TRUE
"RAI3 documentary, Meloni defends Rama: He was lynched after helping Italy with migrants - KosovaPress","RAI3 documentary, Meloni defends Rama: He was lynched after helping Italy with migrants  KosovaPress",28/04/2024,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8va29zb3ZhcHJlc3MuY29tL2VuL2FydGljbGU_aWQ9NTMxNDM00gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,KosovaPress,Albania,TRUE
"Steady, but Evolving: An Overview of Russia's Migrant Labour Market - Observer Research Foundation","Steady, but Evolving: An Overview of Russia's Migrant Labour Market  Observer Research Foundation",28/04/2024,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lm9yZm9ubGluZS5vcmcvcmVzZWFyY2gvc3RlYWR5LWJ1dC1ldm9sdmluZy1hbi1vdmVydmlldy1vZi1ydXNzaWEtcy1taWdyYW50LWxhYm91ci1tYXJrZXTSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Observer Research Foundation,Armenia,TRUE
"For migrants, ‘deterrence’ doesn’t deter. It’s cruelty, not compassion, Mr Sunak - The Guardian","For migrants, ‘deterrence’ doesn’t deter. It’s cruelty, not compassion, Mr Sunak  The Guardian",28/04/2024,https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9jb21tZW50aXNmcmVlLzIwMjQvYXByLzI4L2Zvci1taWdyYW50cy1kZXRlcnJlbmNlLWRvZXNudC1kZXRlci1jcnVlbHR5LW5vdC1jb21wYXNzaW9uLXJpc2hpLXN1bmFr0gF9aHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL2NvbW1lbnRpc2ZyZWUvMjAyNC9hcHIvMjgvZm9yLW1pZ3JhbnRzLWRldGVycmVuY2UtZG9lc250LWRldGVyLWNydWVsdHktbm90LWNvbXBhc3Npb24tcmlzaGktc3VuYWs?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Guardian,Australia,TRUE
"Australia was 'lucky to have' Pakistani refugee guard who died in Sydney stabbing, says PM - Yahoo News Canada","Australia was 'lucky to have' Pakistani refugee guard who died in Sydney stabbing, says PM  Yahoo News Canada",29/04/2024,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vY2EubmV3cy55YWhvby5jb20vYXVzdHJhbGlhLWx1Y2t5LXBha2lzdGFuaS1yZWZ1Z2VlLWd1YXJkLTEyMjk1ODE1MC5odG1s0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Yahoo News Canada,Australia,TRUE
Australia Urges UN Reform And Reminds Of Big Country Conflict - VOI.ID,Australia Urges UN Reform And Reminds Of Big Country Conflict  VOI.ID,29/04/2024,https://news.google.com/rss/articles/CBMiH2h0dHBzOi8vdm9pLmlkL2tyL2Jlcml0YS8zMTM2ODXSARxodHRwczovL3ZvaS5pZC9rci9hbXAvMzEzNjg1?oc=5&hl=en-GB&gl=GB&ceid=GB:en,VOI.ID,Australia,TRUE
Cop slashes asylum seekers' boat | news.com.au — Australia's leading news site - news.com.au,Cop slashes asylum seekers' boat | news.com.au — Australia's leading news site  news.com.au,29/04/2024,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3Lm5ld3MuY29tLmF1L3dvcmxkL2V1cm9wZS9jb3Atc2xhc2hlcy1hc3lsdW0tc2Vla2Vycy1ib2F0L3ZpZGVvLzQxMjRmZTNiOGE0OGJiODIxMmQ3MmFkZmUyOGNlMGM30gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,news.com.au,Australia,TRUE
Home Affairs rejects immigration detention recommendations - The Mandarin,Home Affairs rejects immigration detention recommendations  The Mandarin,29/04/2024,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnRoZW1hbmRhcmluLmNvbS5hdS8yNDUwNjEteW9uZ2FoLWhpbGwtZGV0ZW50aW9uLWNlbnRyZS1odW1hbi1yaWdodHMv0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Mandarin,Australia,TRUE
"Migration levels affecting rents, not house prices: CoreLogic - Mortgage Business","Migration levels affecting rents, not house prices: CoreLogic  Mortgage Business",28/04/2024,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm1vcnRnYWdlYnVzaW5lc3MuY29tLmF1L2Vjb25vbXkvMTkwMDctbWlncmF0aW9uLWxldmVscy1hZmZlY3RpbmctcmVudHMtbm90LWhvdXNlLXByaWNlcy1jb3JlbG9naWPSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Mortgage Business,Australia,TRUE
Federal Govt Develops Policy To Address Health Workers Migration - Leadership News,Federal Govt Develops Policy To Address Health Workers Migration  Leadership News,28/04/2024,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vbGVhZGVyc2hpcC5uZy9mZWRlcmFsLWdvdnQtZGV2ZWxvcHMtcG9saWN5LXRvLWFkZHJlc3MtaGVhbHRoLXdvcmtlcnMtbWlncmF0aW9uL9IBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Leadership News,Cape Verde,TRUE
Kenya flood death toll hits 76 - Daily Sun,Kenya flood death toll hits 76  Daily Sun,28/04/2024,https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3LmRhaWx5LXN1bi5jb20vcG9zdC83NDU2NDLSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Daily Sun,Brazil,TRUE
Nancy Pelosi: Netanyahu 'couldn't have done things worse' in Gaza conflict - Hackney Gazette,Nancy Pelosi: Netanyahu 'couldn't have done things worse' in Gaza conflict  Hackney Gazette,28/04/2024,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmhhY2tuZXlnYXpldHRlLmNvLnVrL25ld3MvbmF0aW9uYWwvMjQyODM5MjAubmFuY3ktcGVsb3NpLW5ldGFueWFodS1jb3VsZG50LWRvbmUtdGhpbmdzLXdvcnNlLWdhemEtY29uZmxpY3Qv0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Hackney Gazette,Brazil,TRUE
Ireland won't be 'loophole' for other countries' migration issues – Harris - Thurrock Gazette,Ireland won't be 'loophole' for other countries' migration issues – Harris  Thurrock Gazette,28/04/2024,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnRodXJyb2NrZ2F6ZXR0ZS5jby51ay9uZXdzL25hdGlvbmFsLzI0Mjg0MTM2LmlyZWxhbmQtd29udC1sb29waG9sZS1jb3VudHJpZXMtbWlncmF0aW9uLWlzc3Vlcy0tLWhhcnJpcy_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Thurrock Gazette,Brazil,TRUE
"Migrant worker allegedly struck in the neck by forklift, dies - Head Topics","Migrant worker allegedly struck in the neck by forklift, dies  Head Topics",29/04/2024,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vaGVhZHRvcGljcy5jb20vc2cvbWlncmFudC13b3JrZXItYWxsZWdlZGx5LXN0cnVjay1pbi10aGUtbmVjay1ieS1mb3JrbGlmdC01MTY0MzkzMtIBWmh0dHBzOi8vaGVhZHRvcGljcy5jb20vc2cvbWlncmFudC13b3JrZXItYWxsZWdlZGx5LXN0cnVjay1pbi10aGUtbmVjay1ieS1mb3JrbGlmdC01MTY0MzkzMg?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Head Topics,Cambodia,TRUE
Kenya floods: Rescue works underway as death toll nears 100 - The Associated Press,Kenya floods: Rescue works underway as death toll nears 100  The Associated Press,29/04/2024,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2tlbnlhLWZsb29kaW5nLXNjaG9vbHMtYm9hdC1yYWlucy1kZWF0aHMtcnV0by0xMzE0MTViZmUxMmExZWM2ZGZlZWQ3MDFkMjI4MGExZtIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Associated Press,Burundi,TRUE
Flooding Displaces Hundreds of Thousands Across East Africa - Mwakilishi.com,Flooding Displaces Hundreds of Thousands Across East Africa  Mwakilishi.com,29/04/2024,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3Lm13YWtpbGlzaGkuY29tL2FydGljbGUvd29ybGQtbmV3cy8yMDI0LTA0LTI4L2Zsb29kaW5nLWRpc3BsYWNlcy1odW5kcmVkcy1vZi10aG91c2FuZHMtYWNyb3NzLWVhc3QtYWZyaWNh0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Mwakilishi.com,Burundi,TRUE
Kenya postpones reopening of schools as flood-related deaths near 100 - MSN,Kenya postpones reopening of schools as flood-related deaths near 100  MSN,29/04/2024,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lm1zbi5jb20vZW4tY2EvbmV3cy93ZWF0aGVyL2tlbnlhLXBvc3Rwb25lcy1yZW9wZW5pbmctb2Ytc2Nob29scy1hcy1mbG9vZC1yZWxhdGVkLWRlYXRocy1uZWFyLTEwMC9hci1BQTFuUTBEctIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Burundi,TRUE
Tanzania floods and landslides kill more than 150 - Panay News,Tanzania floods and landslides kill more than 150  Panay News,28/04/2024,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LnBhbmF5bmV3cy5uZXQvdGFuemFuaWEtZmxvb2RzLWFuZC1sYW5kc2xpZGVzLWtpbGwtbW9yZS10aGFuLTE1MC_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Panay News,Burundi,TRUE
IGAD Climate Prediction and Applications Centre (ICPAC) Technical Report on the Ongoing Flood Impact in the IGAD ... - ReliefWeb,IGAD Climate Prediction and Applications Centre (ICPAC) Technical Report on the Ongoing Flood Impact in the IGAD ...  ReliefWeb,28/04/2024,https://news.google.com/rss/articles/CBMimgFodHRwczovL3JlbGllZndlYi5pbnQvcmVwb3J0L2tlbnlhL2lnYWQtY2xpbWF0ZS1wcmVkaWN0aW9uLWFuZC1hcHBsaWNhdGlvbnMtY2VudHJlLWljcGFjLXRlY2huaWNhbC1yZXBvcnQtb25nb2luZy1mbG9vZC1pbXBhY3QtaWdhZC1yZWdpb24tYXByaWwtMjZ0aC0yMDI00gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,ReliefWeb,Burundi,TRUE
Kenya postpones reopening of schools as flood-related deaths near 100 - MSN,Kenya postpones reopening of schools as flood-related deaths near 100  MSN,29/04/2024,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3Lm1zbi5jb20vZW4tZ2IvbmV3cy91a25ld3Mva2VueWEtcG9zdHBvbmVzLXJlb3BlbmluZy1vZi1zY2hvb2xzLWFzLWZsb29kLXJlbGF0ZWQtZGVhdGhzLW5lYXItMTAwL2FyLUFBMW5RMlNC0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Burundi,TRUE
Kenya Delays Schools Reopening Due To Floods - Channels Television,Kenya Delays Schools Reopening Due To Floods  Channels Television,29/04/2024,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmNoYW5uZWxzdHYuY29tLzIwMjQvMDQvMjkva2VueWEtZGVsYXlzLXNjaG9vbHMtcmVvcGVuaW5nLWR1ZS10by1mbG9vZHMvYW1wL9IBV2h0dHBzOi8vd3d3LmNoYW5uZWxzdHYuY29tLzIwMjQvMDQvMjkva2VueWEtZGVsYXlzLXNjaG9vbHMtcmVvcGVuaW5nLWR1ZS10by1mbG9vZHMvYW1wLw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Channels Television,Burundi,TRUE
Kenya Delays School Reopening Amid Deadly Floods - WE News - WE News -,Kenya Delays School Reopening Amid Deadly Floods - WE News  WE News -,29/04/2024,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vZW4ud2VuZXdzLnBrL2tlbnlhLWRlbGF5cy1zY2hvb2wtcmVvcGVuaW5nLWFtaWQtZGVhZGx5LWZsb29kcy_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,WE News -,Burundi,TRUE
Kenya flood death toll hits 76 - Bangladesh Post,Kenya flood death toll hits 76  Bangladesh Post,28/04/2024,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vYmFuZ2xhZGVzaHBvc3QubmV0L3Bvc3RzL2tlbnlhLWZsb29kLWRlYXRoLXRvbGwtaGl0cy03Ni0xMzY0NjLSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Bangladesh Post,Burundi,TRUE
Congo questions Apple over knowledge of conflict minerals - Electronic Products & Technology,Congo questions Apple over knowledge of conflict minerals  Electronic Products & Technology,28/04/2024,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmVwdC5jYS8yMDI0LzA0L2NvbmdvLXF1ZXN0aW9ucy1hcHBsZS1vdmVyLWtub3dsZWRnZS1vZi1jb25mbGljdC1taW5lcmFscy_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Electronic Products & Technology,Congo,TRUE
These are the countries where refugees in Florida are coming from - NBC Miami,These are the countries where refugees in Florida are coming from  NBC Miami,28/04/2024,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm5iY21pYW1pLmNvbS9uZXdzL2xvY2FsL3RoZXNlLWFyZS10aGUtY291bnRyaWVzLXdoZXJlLXJlZnVnZWVzLWluLWZsb3JpZGEtYXJlLWNvbWluZy1mcm9tLzMyODYzMTMv0gF0aHR0cHM6Ly93d3cubmJjbWlhbWkuY29tL25ld3MvbG9jYWwvdGhlc2UtYXJlLXRoZS1jb3VudHJpZXMtd2hlcmUtcmVmdWdlZXMtaW4tZmxvcmlkYS1hcmUtY29taW5nLWZyb20vMzI4NjMxMy8_YW1wPTE?oc=5&hl=en-GB&gl=GB&ceid=GB:en,NBC Miami,Congo,TRUE
These are the countries where refugees in Florida are coming from - NBC Miami,These are the countries where refugees in Florida are coming from  NBC Miami,28/04/2024,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm5iY21pYW1pLmNvbS9uZXdzL2xvY2FsL3RoZXNlLWFyZS10aGUtY291bnRyaWVzLXdoZXJlLXJlZnVnZWVzLWluLWZsb3JpZGEtYXJlLWNvbWluZy1mcm9tLzMyODYzMTMv0gF0aHR0cHM6Ly93d3cubmJjbWlhbWkuY29tL25ld3MvbG9jYWwvdGhlc2UtYXJlLXRoZS1jb3VudHJpZXMtd2hlcmUtcmVmdWdlZXMtaW4tZmxvcmlkYS1hcmUtY29taW5nLWZyb20vMzI4NjMxMy8_YW1wPTE?oc=5&hl=en-GB&gl=GB&ceid=GB:en,NBC Miami,Central African Republic,TRUE
Harris: Ireland 'won't provide migration loophole' - AOL,Harris: Ireland 'won't provide migration loophole'  AOL,28/04/2024,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmFvbC5jb20vbmV3cy9oYXJyaXMtaXJlbGFuZC13b250LW1pZ3JhdGlvbi1sb29waG9sZS0xNTI4NTA1MDcuaHRtbNIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,AOL,Central African Republic,TRUE
These are the countries where refugees in Florida are coming from - Yahoo News,These are the countries where refugees in Florida are coming from  Yahoo News,28/04/2024,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vbmV3cy55YWhvby5jb20vY291bnRyaWVzLXdoZXJlLXJlZnVnZWVzLWZsb3JpZGEtY29taW5nLTIwMDkzMzUyMi5odG1s0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Yahoo News,Central African Republic,TRUE
Republican-led states far from US-Mexico border rush to tighten immigration laws - Voice of America - VOA News,Republican-led states far from US-Mexico border rush to tighten immigration laws  Voice of America - VOA News,28/04/2024,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvcmVwdWJsaWNhbi1sZWQtc3RhdGVzLWZhci1mcm9tLXVzLW1leGljby1ib3JkZXItcnVzaC10by10aWdodGVuLWltbWlncmF0aW9uLWxhd3MvNzU4NTg0NS5odG1s0gF5aHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL3JlcHVibGljYW4tbGVkLXN0YXRlcy1mYXItZnJvbS11cy1tZXhpY28tYm9yZGVyLXJ1c2gtdG8tdGlnaHRlbi1pbW1pZ3JhdGlvbi1sYXdzLzc1ODU4NDUuaHRtbA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Voice of America - VOA News,Central African Republic,TRUE
Kenya postpones reopening of schools as flood-related deaths near 100 - Herald-Whig,Kenya postpones reopening of schools as flood-related deaths near 100  Herald-Whig,29/04/2024,https://news.google.com/rss/articles/CBMinQFodHRwczovL3d3dy53aGlnLmNvbS9hcC9pbnRlcm5hdGlvbmFsL2tlbnlhLXBvc3Rwb25lcy1yZW9wZW5pbmctb2Ytc2Nob29scy1hcy1mbG9vZC1yZWxhdGVkLWRlYXRocy1uZWFyLTEwMC9hcnRpY2xlXzZmYzE0YjdlLWE3NTctNWY0ZS1iZDQ5LTE0NzMwZTc4MGQ0YS5odG1s0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Herald-Whig,Central African Republic,TRUE
Rwanda plan: Irish government wants to send asylum seekers back to UK - BBC,Rwanda plan: Irish government wants to send asylum seekers back to UK  BBC,28/04/2024,https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLXBvbGl0aWNzLTY4OTE0Mzk50gEzaHR0cHM6Ly93d3cuYmJjLmNvLnVrL25ld3MvdWstcG9saXRpY3MtNjg5MTQzOTkuYW1w?oc=5&hl=en-GB&gl=GB&ceid=GB:en,BBC,Central African Republic,TRUE
"Belfast has received no contact from Dublin over asylum seekers crossing Border into Republic, O'Neill says - The Irish Times","Belfast has received no contact from Dublin over asylum seekers crossing Border into Republic, O'Neill says  The Irish Times",28/04/2024,https://news.google.com/rss/articles/CBMimQFodHRwczovL3d3dy5pcmlzaHRpbWVzLmNvbS9wb2xpdGljcy8yMDI0LzA0LzI4L2JlbGZhc3QtaGFzLXJlY2VpdmVkLW5vLWNvbnRhY3QtZnJvbS1kdWJsaW4tb3Zlci1hc3lsdW0tc2Vla2Vycy1jcm9zc2luZy1ib3JkZXItaW50by1yZXB1YmxpYy1vbmVpbGwtc2F5cy_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Irish Times,Central African Republic,TRUE
Ireland won't be 'loophole' for other countries' migration issues – Harris - Yahoo News Canada,Ireland won't be 'loophole' for other countries' migration issues – Harris  Yahoo News Canada,28/04/2024,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vY2EubmV3cy55YWhvby5jb20vaXJlbGFuZC13b24tdC1sb29waG9sZS1vdGhlci0xNTQwMzY4MDUuaHRtbNIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Yahoo News Canada,Central African Republic,TRUE
Former High Sheriff of Derbyshire named as woman who died in floodwaters - Yahoo Movies UK,Former High Sheriff of Derbyshire named as woman who died in floodwaters  Yahoo Movies UK,28/04/2024,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vdWsubW92aWVzLnlhaG9vLmNvbS9tb3ZpZXMvZm9ybWVyLWhpZ2gtc2hlcmlmZi1kZXJieXNoaXJlLW5hbWVkLTEzMDk1MzU0Ni5odG1s0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Yahoo Movies UK,Dominica,TRUE
Punjab's 'Donkey Flights' to the world's conflict zones - EastMojo,Punjab's 'Donkey Flights' to the world's conflict zones  EastMojo,29/04/2024,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmVhc3Rtb2pvLmNvbS9mZWF0dXJlcy8yMDI0LzA0LzI5L3B1bmphYnMtZG9ua2V5LWZsaWdodHMtdG8tdGhlLXdvcmxkcy1jb25mbGljdC16b25lcy_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,EastMojo,Canada,TRUE
Kenya postpones reopening of schools as flood-related deaths near 100 - Yahoo News Canada,Kenya postpones reopening of schools as flood-related deaths near 100  Yahoo News Canada,29/04/2024,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vY2EubmV3cy55YWhvby5jb20va2VueWEtcG9zdHBvbmVzLXJlb3BlbmluZy1zY2hvb2xzLWZsb29kLTA0NTg1Nzk3NS5odG1s0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Yahoo News Canada,Canada,TRUE
How Much Do Today’s Immigrants Help Canada? - Frontier Centre For Public Policy,How Much Do Today’s Immigrants Help Canada?  Frontier Centre For Public Policy,28/04/2024,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vZmNwcC5vcmcvMjAyNC8wNC8yOC9ob3ctbXVjaC1kby10b2RheXMtaW1taWdyYW50cy1oZWxwLWNhbmFkYS_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Frontier Centre For Public Policy,Canada,TRUE
Kenya postpones reopening of schools as flood-related deaths near 100 - MSN,Kenya postpones reopening of schools as flood-related deaths near 100  MSN,29/04/2024,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lm1zbi5jb20vZW4tY2EvbmV3cy93ZWF0aGVyL2tlbnlhLXBvc3Rwb25lcy1yZW9wZW5pbmctb2Ytc2Nob29scy1hcy1mbG9vZC1yZWxhdGVkLWRlYXRocy1uZWFyLTEwMC9hci1BQTFuUTBEctIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Canada,TRUE
Refugee attends open house at Downtown Eastside affordable housing facility - Global News,Refugee attends open house at Downtown Eastside affordable housing facility  Global News,28/04/2024,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwNDU1MjkxL29wZW4taG91c2UtZG93bnRvd24tZWFzdHNpZGUtYWZmb3JkYWJsZS1ob3VzaW5nL9IBWGh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwNDU1MjkxL29wZW4taG91c2UtZG93bnRvd24tZWFzdHNpZGUtYWZmb3JkYWJsZS1ob3VzaW5nL2FtcC8?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Global News,Canada,TRUE
Pictures of the week: Latest on Palestine-Israel conflict - CGTN,Pictures of the week: Latest on Palestine-Israel conflict  CGTN,28/04/2024,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vbmV3cy5jZ3RuLmNvbS9uZXdzLzIwMjQtMDQtMjgvUGljdHVyZXMtb2YtdGhlLXdlZWstTGF0ZXN0LW9uLVBhbGVzdGluZS1Jc3JhZWwtY29uZmxpY3QtMXRhUTZ4V2o5YTgvcC5odG1s0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,CGTN,Canada,TRUE
Libyan refugee given probation for stabbing; judge cites trauma of growing up in war zone - True North,Libyan refugee given probation for stabbing; judge cites trauma of growing up in war zone  True North,28/04/2024,https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vdG5jLm5ld3MvMjAyNC8wNC8yOC9saWJ5YW4tcmVmdWdlZS1naXZlbi1wcm9iYXRpb24v0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,True North,Canada,TRUE
Ireland to form plans to send asylum seekers to Britain - UPI News,Ireland to form plans to send asylum seekers to Britain  UPI News,28/04/2024,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnVwaS5jb20vVG9wX05ld3MvV29ybGQtTmV3cy8yMDI0LzA0LzI4L0lyZWxhbmQtSXJlbGFuZC1hc3lsdW0tc2Vla2Vycy1Ccml0YWluLzkwMTE3MTQzMTc4OTYv0gFsaHR0cHM6Ly93d3cudXBpLmNvbS9hbXAvVG9wX05ld3MvV29ybGQtTmV3cy8yMDI0LzA0LzI4L0lyZWxhbmQtSXJlbGFuZC1hc3lsdW0tc2Vla2Vycy1Ccml0YWluLzkwMTE3MTQzMTc4OTYv?oc=5&hl=en-GB&gl=GB&ceid=GB:en,UPI News,Denmark,TRUE
Why can't the Netherlands conclude the same asylum agreement with Rwanda as the UK? And other questions ... - Aviation Analysis Wing,Why can't the Netherlands conclude the same asylum agreement with Rwanda as the UK? And other questions ...  Aviation Analysis Wing,28/04/2024,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5hdmlhdGlvbmFuYWx5c2lzLm5ldC93aHktY2FudC10aGUtbmV0aGVybGFuZHMtY29uY2x1ZGUtdGhlLXNhbWUtYXN5bHVtLWFncmVlbWVudC13aXRoLXJ3YW5kYS1hcy10aGUtdWstYW5kLW90aGVyLXF1ZXN0aW9ucy1hbnN3ZXJlZC_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Aviation Analysis Wing,Denmark,TRUE
Ireland plans to send asylum seekers back to UK - Le Monde,Ireland plans to send asylum seekers back to UK  Le Monde ,28/04/2024,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmxlbW9uZGUuZnIvZW4vaW50ZXJuYXRpb25hbC9hcnRpY2xlLzIwMjQvMDQvMjgvaXJlbGFuZC1wbGFucy10by1zZW5kLWFzeWx1bS1zZWVrZXJzLWJhY2stdG8tdWtfNjY2OTc4NV80Lmh0bWzSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Le Monde,Djibouti,TRUE
"1 migrant dies, 25 rescued off Greek island | FMT - Free Malaysia Today","1 migrant dies, 25 rescued off Greek island | FMT  Free Malaysia Today",28/04/2024,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmZyZWVtYWxheXNpYXRvZGF5LmNvbS9jYXRlZ29yeS93b3JsZC8yMDI0LzA0LzI4LzEtbWlncmFudC1kaWVzLTI1LXJlc2N1ZWQtb2ZmLWdyZWVrLWlzbGFuZC_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Free Malaysia Today,Djibouti,TRUE
